paris_siglum;title_1;title_2;title_3;title_4;title_5;title_6;title_7;language;dialect;iso-3;date_start;date_end;author;bibl;add_inf;add_inf_2
;Historia septem sapientum;;;;;;;High German;;DEU;1446;;;Heidelberg, Universitätsbibliothek, Codices Palatini germanici, 106, f. 1-68;https://katalog.ub.uni-heidelberg.de/cgi-bin/titel.cgi?katkey=66530235&sess=25b816c430f992242f2a86b198ab7416&art=f&kat1=freitext&kat2=ti&kat3=au&op1=AND&op2=AND&var1=Cod.%20Pal.%20germ.%20106&var2=&var3=;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1440;1460;;Heidelberg, Universitätsbibliothek, Codices Palatini germanici, 149, f. 1-108;https://digi.ub.uni-heidelberg.de/diglit/cpg149/0023/text_heidicon;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1475;1480;;Karlsruhe, Badische Landesbibliothek, Cod. St. Georgen 70, f. 107-126;https://www.blb-karlsruhe.de/aktuelles/projekte/laufende-projekte/handschriften-st-georgen/;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1492;;;Leipzig, Universitätsbibliothek, Rep.II.159, f. 25-129;https://www.handschriftencensus.de/7977;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1479;;Jörg Stuler;Stuttgart, Württembergische Landesbibliothek, HB XIII 10;https://mrfh.de/11000;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1470;;;Stuttgart, Württembergische Landesbibliothek, HB X 22, f. 28-111;https://handschriftencensus.de/5908;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1440;1460;;Wolfenbüttel, Herzog August Bibliothek, Cod. 44.15. Aug. fol., f. 195-242;https://handschriftencensus.de/6680;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1470;1475;;Zürich, Zentralbibliothek, B 325, f. 12-49;https://handschriftencensus.de/4008;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1474;1478;;Zürich, Zentralbibliothek, Car C 28;https://kdih.badw.de/datenbank/handschrift/24/0/6;
;Aventewr Von Dioleciano;;;;;;;High German;;DEU;1501;1600;;Berlin, Staatsbibliothek und Preussischer Kulturbesitz, Ms. or. quart. 942;https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN860407284&PHYSID=PHYS_0013&view=overview-info;
;Die sieben weisen Meister;;;;;;;High German;;DEU;1563;;;Oldenburg, Landesbibliothek, Cim I 204a, f. 75-141;https://handschriftencensus.de/22303;
;Die sieben weisen Meister;;;;;;;High German;;DEU;;;;Brno, Státní vedecká/Universitní knihovna Rkp 84, pp. 334-517;;
;Die sieben weisen Meister;;;;;;;High German;;DEU;;;;Colmar, Bibliothèque municipale, 55, f. 123-223;;
;Die sieben weisen Meister;;;;;;;High German;;DEU;;;;Fulda, Hochschul- und Landesbibliothek, Cod. 4o B 11;;
Translation of L;Los set savis de Roma;;;;;;;Occitan;;FRA;1301;1326;;Avignon, Archives départementales de Vaucluse, Archives communales de Châteauneuf-du-Pape, GG 2, 2 f.;;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1350;1400;;Cambridge, University Library, Dd.1.17;https://www.medievalscribes.com/index.php?navtype=authors&navauthor=Langland&browse=manuscripts&id=363&nav=off;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1331;1340;;Edinburgh, National Library of Scotland, Advocates, 19.2.1, f. 84rb-99vb;https://auchinleck.nls.uk/editorial/physical.html#date;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1350;1400;;Oxford, Bodleian Library, Rawlinson, Poet. 175;https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8759;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1440;1450;;Cambridge, University Library, Ff.2.38, f. 126ra;https://www.arlima.net/mss/united_kingdom/cambridge/university_library/Ff_2_38.html;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1401;1500;;London, British Library, Arundel MS 140;http://searcharchives.bl.uk/IAMS_VU2:LSCOP_BL:IAMS040-002039423;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1401;1425;;London, British Library, Cotton, Galba E. IX, f. 25va-48vb;http://searcharchives.bl.uk/IAMS_VU2:LSCOP_BL:IAMS041-001607569;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1401;1500;;London, British Library, Egerton, 1995;http://searcharchives.bl.uk/IAMS_VU2:LSCOP_BL:IAMS032-001982919;
I;The procys of the sevyn sages;;;;;;;English;;GBR;1501;1533;Richard Hill;Oxford, Balliol College Library, 354;https://iiif.bodleian.ox.ac.uk/iiif/viewer/e0d10554-db39-4b58-a944-45da5e66248e/#?c=0&m=0&s=0&cv=12&r=0&xywh=-5817%2C-418%2C14484%2C8355;
H;Libro dei sette savi di Roma;;;;;;;Italian;;ITA;1301;1350;;London, British Library, Additional, 27429;https://www.arlima.net/mss/united_kingdom/london/british_library/additional/27429.html;
;Libro dei sette savi di Roma;;;;;;;Italian;;ITA;1401;1500;;Firenze, Biblioteca Medicea Laurenziana, Gaddi, 166;https://www.arlima.net/qt/sette_savi_di_roma_libro_dei.html;
Translation of A;Libro dei sette savi di Roma;;;;;;;Italian;;ITA;1401;1500;;Firenze, Biblioteca nazionale centrale, Palatino, 680;https://archive.org/details/icodicipalatinid02bibl/page/238/mode/2up?view=theater;
D;Il libro dei Sette Savi di Roma;;;;;;;Italian;;ITA;1301;1517;;Modena, Biblioteca Estense Universitaria, 95;https://www.mirabileweb.it/manuscript/modena-biblioteca-estense-universitaria-lat-95-(al-manuscript/219447;
;The Buke of the Sevyne Sagis;;;;;;;Scots;;GBR;1500;1525;;Edinburgh, National Library of Scotland, 16500;https://arlima.net/no/7858;
S;De Spiritu Guidonis;;;;;;;;;;1401;1500;Jean Gobi Le Jeune, Johannes Gobius;Bruxelles, Bibliothèque royale de Belgique, 1521;https://opac.kbr.be/Library/doc/SYRACUSE/10121230/tome-ii-patrologie;
S;;;;;;;;;;;1401;1500;Jean Gobi Le Jeune, Johannes Gobius;London, British Library, Harley, 2379, f. 73;http://searcharchives.bl.uk/IAMS_VU2:LSCOP_BL:IAMS040-002048210;
